Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Mwotlap,mwo,mlv,Oceanic,Austronesian,Papunesia,-13.58,167.58,Vanuatu
Nabak,nab,naf,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.42,147,Papua New Guinea
Nadëb,nad,mbj,Nadahup,Nadahup,South America,-1,-66.5,Brazil
Nadroga,ndr,fij,Oceanic,Austronesian,Papunesia,-18.08,177.42,Fiji
Nafaanra,naf,nfr,Senufo,Niger-Congo,Africa,8,-2.58,Côte d'Ivoire
Naga (Mao),nma,nbi,Kuki-Chin,Sino-Tibetan,Eurasia,25.5,94.33,India
Naga (Tangkhul),ngt,nmf,Kuki-Chin,Sino-Tibetan,Eurasia,25,94.5,India
Naga (Zeme),nze,nzm,Kuki-Chin,Sino-Tibetan,Eurasia,25.17,93.5,India
Naga Pidgin,npn,nag,Creoles and Pidgins,other,Eurasia,25.67,94,India
Nagatman,nag,nce,Yale,Yale,Papunesia,-3.75,141.5,Papua New Guinea
Nahali,nah,nll,Nahali,Nahali,Eurasia,19.75,77.83,India
Nahuatl (Central),nhc,nhn,Aztecan,Uto-Aztecan,North America,19,-98.25,Mexico
Nahuatl (Huasteca),nhh,"nhe, nhw",Aztecan,Uto-Aztecan,North America,22,-99,Mexico
Nahuatl (Mecayapan Isthmus),nmi,nhx,Aztecan,Uto-Aztecan,North America,18.25,-94.83,Mexico
Nahuatl (Michoacán),nhm,ncl,Aztecan,Uto-Aztecan,North America,18.5,-103,Mexico
Nahuatl (North Puebla),nhn,ncj,Aztecan,Uto-Aztecan,North America,20,-98.25,Mexico
Nahuatl (Pajapan),npa,nhp,Aztecan,Uto-Aztecan,North America,18.25,-94.75,Mexico
Nahuatl (Sierra de Zacapoaxtla),nsz,azz,Aztecan,Uto-Aztecan,North America,19.58,-97.33,Mexico
Nahuatl (Tetelcingo),nht,nhg,Aztecan,Uto-Aztecan,North America,19.67,-99,Mexico
Nahuatl (Xalitla),nhx,ngu,Aztecan,Uto-Aztecan,North America,18,-99.5,Mexico
Nai,bio,bio,Kwomtari,Kwomtari,Papunesia,-3.72,141.27,Papua New Guinea
Nakanai,nak,nak,Oceanic,Austronesian,Papunesia,-5.58,150.58,Papua New Guinea
Nakkara,nkk,nck,Nakkara,Mangrida,Australia,-12.12,134.42,Australia
Nalik,nal,nal,Oceanic,Austronesian,Papunesia,-2.95,151.33,Papua New Guinea
Nama,kho,naq,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.5,18,Namibia
Nambas (Big),nbb,nmb,Oceanic,Austronesian,Papunesia,-16.08,167.2,Vanuatu
Nambikuára (Southern),nmb,nab,Nambikuaran,Nambikuaran,South America,-14,-59.5,Brazil
Namia,nam,nnm,Yellow River,Sepik,Papunesia,-3.83,141.75,Papua New Guinea
Nanai,nai,gld,Tungusic,Altaic,Eurasia,49.5,137,Russia
Nancowry,nnc,ncb,Nicobarese,Austro-Asiatic,Eurasia,8.05,93.5,India
Nande,nde,nnb,Bantoid,Niger-Congo,Africa,-0.08,29.17,Democratic Republic of Congo
Nandi,nan,kln,Nilotic,Eastern Sudanic,Africa,0.25,35,Kenya
Nanerge,nrg,sen,Senufo,Niger-Congo,Africa,11.75,-5,Burkina Faso
Nankina,nnk,nnk,Finisterre-Huon,Trans-New Guinea,Papunesia,-5.78,146.45,Papua New Guinea
Nanticoke,nnt,nnt,Algonquian,Algic,North America,38,-76.25,United States
Nanumea,nnm,tvl,Oceanic,Austronesian,Papunesia,-5.67,176.12,Tuvalu
Napu,npu,npy,Celebic,Austronesian,Papunesia,-1.33,120.42,Indonesia
Nara (in Ethiopia),nar,nrb,Nara,Eastern Sudanic,Africa,15.08,37.58,Eritrea
Narom,nrm,nrm,North Borneo,Austronesian,Papunesia,4.42,114,Malaysia
Nar-Phu,nph,npa,Bodic,Sino-Tibetan,Eurasia,28.67,84.25,Nepal
Nasioi,nas,nas,East Bougainville,East Bougainville,Papunesia,-6.33,155.58,Papua New Guinea
Naskapi,nsk,nsk,Algonquian,Algic,North America,56,-70,Canada
Natchez,nat,ncz,Natchez,Natchez,North America,31.75,-91.33,United States
Nateni,ntn,ntm,Northern-Central Gur,Niger-Congo,Africa,10.5,1.17,Benin
Natügu,nbk,ntu,Oceanic,Austronesian,Papunesia,-10.78,165.87,Solomon Islands
Nauruan,nau,nau,Oceanic,Austronesian,Papunesia,-0.5,166.92,Nauru
Navajo,nav,nav,Athapaskan,Na-Dene,North America,36.17,-108,United States
Naxi,nax,nxq,Naxi,Sino-Tibetan,Eurasia,27.5,100,China
Ncàm,ncm,bud,Northern-Central Gur,Niger-Congo,Africa,9.33,0.67,Togo
Ndebele (in South Africa),ndb,nbl,Bantoid,Niger-Congo,Africa,-25.33,29,South Africa
Ndjébbana,ndj,djj,Ndjébbana,Mangrida,Australia,-12.17,134.12,Australia
Ndogo,ndg,ndz,Ubangi,Niger-Congo,Africa,7.75,27,South Sudan
Ndonga,ndo,ndo,Bantoid,Niger-Congo,Africa,-18,17,Angola
Ndumu,ndu,nmd,Bantoid,Niger-Congo,Africa,-1.67,13.58,Gabon
Ndut,ndt,ndv,Cangin,Niger-Congo,Africa,14.92,-16.92,Senegal
Ndyuka,ndy,djk,Creoles and Pidgins,other,South America,4.5,-54.5,French Guiana
Nederlandse Gebarentaal,ned,dse,Sign Languages,other,Eurasia,52.25,5.5,Netherlands
Negidal,neg,neg,Tungusic,Altaic,Eurasia,53,139,Russia
Nehan,neh,nsn,Oceanic,Austronesian,Papunesia,-4.5,154.2,Papua New Guinea
Nelemwa,nel,nee,Oceanic,Austronesian,Papunesia,-20.25,164.08,New Caledonia
Nend,nnd,anh,Madang,Trans-New Guinea,Papunesia,-5,144.92,Papua New Guinea
Nenets,ntu,yrk,Samoyedic,Uralic,Eurasia,70,76,Russia
Nenets (Forest),nen,yrk,Samoyedic,Uralic,Eurasia,69,72,Russia
Nengone,nne,nen,Oceanic,Austronesian,Papunesia,-21.5,168,New Caledonia
Neo-Aramaic (Amadiya),naa,cld,Semitic,Afro-Asiatic,Eurasia,37,43,Iraq
Neo-Aramaic (Arbel Jewish),naj,aij,Semitic,Afro-Asiatic,Eurasia,36.38,44,Iraq
Neo-Aramaic (Assyrian),nsy,aii,Semitic,Afro-Asiatic,Eurasia,36,41,Syria
Neo-Aramaic (Persian Azerbaijan),nap,trg,Semitic,Afro-Asiatic,Eurasia,38,47,Iran
Nepali,nep,nep,Indic,Indo-European,Eurasia,28,85,Nepal
Nevome,nev,ood,Tepiman,Uto-Aztecan,North America,31,-112.5,Mexico
New Zealand Sign Language,nzs,nzs,Sign Languages,other,Papunesia,-43,172,New Zealand
Newar (Dolakha),nwd,new,Mahakiranti,Sino-Tibetan,Eurasia,27.33,86,Nepal
Newari (Kathmandu),new,new,Mahakiranti,Sino-Tibetan,Eurasia,27.67,85.5,Nepal
Neyo,ney,ney,Kru,Niger-Congo,Africa,5,-6,Côte d'Ivoire
Nez Perce,nez,nez,Sahaptian,Penutian,North America,46,-116,United States
Ngaanyatjarra,ntj,ntj,Western Pama-Nyungan,Pama-Nyungan,Australia,-26,126.5,Australia
Ngäbere,nbr,gym,Guaymiic,Chibchan,North America,8.67,-82,Panama
Ngad'a,ngd,nxg,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83,121,Indonesia
Ngadjumaja,ngj,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-32.33,123.83,Australia
Ngalakan,ngl,nig,Ngalakan,Gunwinyguan,Australia,-14.25,134,Australia
Ngalkbun,nkb,ngk,Gunwinygic,Gunwinyguan,Australia,-13.5,134.83,Australia
Ngambay,ngm,sba,Bongo-Bagirmi,Central Sudanic,Africa,8.67,16,Chad
Nganasan,nga,nio,Samoyedic,Uralic,Eurasia,71,93,Russia
Ngandi,ngn,nid,Ngandi,Gunwinyguan,Australia,-13.83,135,Australia
Ngan'gityemerri,ngg,nam,Ngankikurungkurr,Southern Daly,Australia,-14.25,130.42,Australia
Ngankikurungkurr,ngk,nam,Ngankikurungkurr,Southern Daly,Australia,-14,130.5,Australia
Ngarinyeri,ngr,nay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-36,140,Australia
Ngarinyman,ngy,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.5,130.5,Australia
Ngarla,nlr,nrk,Western Pama-Nyungan,Pama-Nyungan,Australia,-20,119,Australia
Ngarluma,nlu,nrl,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,117.5,Australia
Ngawun,ngw,nxn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19,141.5,Australia
Ngbaka (Ma'bo),nbm,nbm,Ubangi,Niger-Congo,Africa,3.56,18.36,Democratic Republic of Congo
Ngbaka (Minagende),ngb,nga,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,3.5,20,Democratic Republic of Congo
Ngbandi,ndi,"nbw, ngb",Ubangi,Niger-Congo,Africa,3.75,22,Democratic Republic of Congo
Ngemba,nge,nge,Bantoid,Niger-Congo,Africa,6.2,10,Cameroon
Ngiti,nti,niy,Lendu,Central Sudanic,Africa,1.33,30.25,Democratic Republic of Congo
Ngiyambaa,ngi,wyb,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-31.75,145.5,Australia
Ngizim,ngz,ngi,West Chadic,Afro-Asiatic,Africa,12.08,10.92,Nigeria
Ngombe,nbe,ngc,Bantoid,Niger-Congo,Africa,3,23,Democratic Republic of Congo
Ngoni,ngo,ngo,Bantoid,Niger-Congo,Africa,-11,36,Mozambique
Nguna,ngu,llp,Oceanic,Austronesian,Papunesia,-16.92,168.5,Vanuatu
Nharo,nro,nhr,Khoe-Kwadi,Khoe-Kwadi,Africa,-22.33,20.5,Namibia
Nias,nia,nia,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,1,97.75,Indonesia
Nicobarese,nic,ncb,Nicobarese,Austro-Asiatic,Eurasia,7,93.83,India
Nicobarese (Car),nca,caq,Nicobarese,Austro-Asiatic,Eurasia,9,93,India
Nigerian Pidgin,npi,pcm,Creoles and Pidgins,other,Africa,6.5,3.33,Nigeria
Nihon Shuwa (Japanese Sign Language),nih,jsl,Sign Languages,other,Eurasia,36,139,Japan
Nimboran,nim,nir,Nimboran,Nimboran,Papunesia,-2.5,140.17,Indonesia
Ningil,nin,niz,Wapei-Palei,Torricelli,Papunesia,-3.5,142.25,Papua New Guinea
Nisenan,nsn,nsz,Maiduan,Penutian,North America,39,-121,United States
Nisgha,nsg,ncg,Tsimshianic,Penutian,North America,55,-130,Canada
Nitinaht,nit,dtd,Southern Wakashan,Wakashan,North America,48.67,-124.75,Canada
Niuafo'ou,nif,num,Oceanic,Austronesian,Papunesia,-15.57,-175.62,Tonga
Niuean,niu,niu,Oceanic,Austronesian,Papunesia,-19.05,-170.12,New Zealand
Nivacle,chu,cag,Matacoan,Matacoan,South America,-23.5,-60.5,Paraguay
Nivkh,niv,niv,Nivkh,Nivkh,Eurasia,53.33,142,Russia
Nivkh (South Sakhalin),nvs,niv,Nivkh,Nivkh,Eurasia,47,142.5,Russia
Nkem,nke,isi,Bantoid,Niger-Congo,Africa,6.58,8.58,Nigeria
Nkonya,nkn,nko,Kwa,Niger-Congo,Africa,7.17,0.25,Ghana
Nkore-Kiga,nko,cgg,Bantoid,Niger-Congo,Africa,-0.92,29.83,Uganda
Nobiin,nob,fia,Nubian,Eastern Sudanic,Africa,21,31,Egypt
Nocte,noc,njb,Northern Naga,Sino-Tibetan,Eurasia,27,95.5,India
Noghay,nog,nog,Turkic,Altaic,Eurasia,44,46,Russia
Noghay (Karagash),nok,nog,Turkic,Altaic,Eurasia,47.5,47.25,Russia
Nomatsiguenga,nom,not,Pre-Andine Arawakan,Arawakan,South America,-11.67,-74.5,Peru
Noni,non,nhu,Bantoid,Niger-Congo,Africa,6.42,10.58,Cameroon
Noon,noo,snf,Cangin,Niger-Congo,Africa,14.83,-16.83,Senegal
Norsk Tegnspråk,nte,nsl,Sign Languages,other,Eurasia,61,9,Norway
Norwegian,nor,nob,Germanic,Indo-European,Eurasia,61,8,Norway
Nsenga,nse,nse,Bantoid,Niger-Congo,Africa,-14.5,30.83,Zambia
Ntomba,nto,nto,Bantoid,Niger-Congo,Africa,-2,18.33,Democratic Republic of Congo
Nuaulu,nua,"nni, nxl",Central Malayo-Polynesian,Austronesian,Papunesia,-3.25,129.17,Indonesia
Nubi,nub,kcn,Creoles and Pidgins,other,Africa,0.67,32.08,Uganda
Nubian (Dongolese),nbd,dgl,Nubian,Eastern Sudanic,Africa,18.25,30.75,Sudan
Nubian (Kunuz),nku,xnz,Nubian,Eastern Sudanic,Africa,23,33,Egypt
Nuer,nue,nus,Nilotic,Eastern Sudanic,Africa,8.33,32,Ethiopia
Nukak,nuk,mbr,Cacua-Nukak,Cacua-Nukak,South America,2.5,-71.5,Colombia
Nukuoro,nkr,nkr,Oceanic,Austronesian,Papunesia,3.83,154.92,Micronesia
Nung (in Vietnam),nun,nut,Kam-Tai,Tai-Kadai,Eurasia,21.92,106.42,Vietnam
Nunggubuyu,nug,nuy,Nunggubuyu,Gunwinyguan,Australia,-13.75,135.67,Australia
Nuni (Northern),nnn,nuv,Southern-Central Gur,Niger-Congo,Africa,12.17,-3,Burkina Faso
Nuosu,yi,iii,Burmese-Lolo,Sino-Tibetan,Eurasia,28,103,China
Nupe,nup,nup,Nupoid,Niger-Congo,Africa,9.17,5.42,Nigeria
Nusu,nus,nuf,Burmese-Lolo,Sino-Tibetan,Eurasia,26.75,99,China
Nuuchahnulth,nuu,noo,Southern Wakashan,Wakashan,North America,49.67,-126.67,Canada
Nyah Kur (Tha Pong),nkt,cbn,Monic,Austro-Asiatic,Eurasia,15.67,101.67,Thailand
Nyamal,nly,nly,Western Pama-Nyungan,Pama-Nyungan,Australia,-21,119,Australia
Nyambo,nbo,now,Bantoid,Niger-Congo,Africa,-1,31.33,Tanzania
Nyamkad,nyk,tpq,Bodic,Sino-Tibetan,Eurasia,32,78.5,India
Nyamwezi,nym,nym,Bantoid,Niger-Congo,Africa,-5,33,Tanzania
Nyanga,nng,nyj,Bantoid,Niger-Congo,Africa,-1.25,28.17,Democratic Republic of Congo
Nyangi,nyg,nyp,Kuliak,Eastern Sudanic,Africa,3.42,33.58,Uganda
Nyangumarda,nyr,nna,Western Pama-Nyungan,Pama-Nyungan,Australia,-20,121,Australia
Nyawaygi,nya,nyt,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19,146.17,Australia
Nyelâyu,nyl,yly,Oceanic,Austronesian,Papunesia,-20.33,164.33,New Caledonia
Nyigina,nyn,nyh,Nyulnyulan,Nyulnyulan,Australia,-18,124.33,Australia
Nyiha,nyh,nih,Bantoid,Niger-Congo,Africa,-10,33,Zambia
Nyimang,nyi,nyi,Nyimang,Eastern Sudanic,Africa,12.17,29.33,Sudan
Nyishi,nis,njz,Tani,Sino-Tibetan,Eurasia,27.5,93.5,India
Nyulnyul,nyu,nyv,Nyulnyulan,Nyulnyulan,Australia,-17,122.83,Australia
Nyungar,nju,nys,Western Pama-Nyungan,Pama-Nyungan,Australia,-33.75,122,Australia
Nzakara,nza,nzk,Ubangi,Niger-Congo,Africa,5,23,Central African Republic
Obokuitai,obk,afz,Lakes Plain,Lakes Plain,Papunesia,-3,138,Indonesia
Obolo,obo,ann,Cross River,Niger-Congo,Africa,4.58,7.83,Nigeria
Ocaina,oca,oca,Huitoto,Huitotoan,South America,-2.75,-71.75,Peru
Occitan,occ,oci,Romance,Indo-European,Eurasia,44,2,France
Ocuilteco,ocu,ocu,Matlatzincan,Oto-Manguean,North America,18.92,-99.67,Mexico
Ogbia,ogb,ogb,Cross River,Niger-Congo,Africa,4.67,6.25,Nigeria
Ogbronuagum,obg,ogu,Cross River,Niger-Congo,Africa,4.75,6.87,Nigeria
Oi,oi,oyb,Bahnaric,Austro-Asiatic,Eurasia,14.83,107.17,Laos
Oirat,oir,xal,Mongolic,Altaic,Eurasia,37.5,93,China
Ojibwa (Eastern),oji,"ojg, otw",Algonquian,Algic,North America,46,-80,Canada
Ojibwa (Severn),ojs,ojs,Algonquian,Algic,North America,53,-90,Canada
Ojibwe (Minnesota),ojm,ciw,Algonquian,Algic,North America,47.67,-92.5,United States
Okanagan,oka,oka,Interior Salish,Salishan,North America,49.5,-118.5,Canada
Oksapmin,oks,opm,Oksapmin,Oksapmin,Papunesia,-5.17,142.17,Papua New Guinea
Oku,oku,oku,Bantoid,Niger-Congo,Africa,6.25,10.5,Cameroon
Olo,olo,ong,Wapei-Palei,Torricelli,Papunesia,-3.42,142,Papua New Guinea
Oloh Mangtangai,olm,nij,Barito,Austronesian,Papunesia,-0.83,113,Indonesia
Olutec,olu,plo,Mixe-Zoque,Mixe-Zoque,North America,17.95,-95,Mexico
Omagua,oma,omg,Tupi-Guaraní,Tupian,South America,-4,-73.5,Peru
Omaha,omh,oma,Core Siouan,Siouan,North America,42,-97.25,United States
Ömie,omi,aom,Koiarian,Trans-New Guinea,Papunesia,-9.05,148.08,Papua New Guinea
One,one,aun,West Wapei,Torricelli,Papunesia,-3.25,141.92,Papua New Guinea
Oneida,ond,one,Northern Iroquoian,Iroquoian,North America,43,-75.67,United States
Onge,ong,oon,South Andamanese,South Andamanese,Eurasia,10.75,92.42,India
Ono,ono,ons,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.17,147.58,Papua New Guinea
Onondaga,onn,ono,Northern Iroquoian,Iroquoian,North America,42.75,-76.17,United States
O'odham,ood,ood,Tepiman,Uto-Aztecan,North America,32,-112,Mexico
Ordos,ord,mvf,Mongolic,Altaic,Eurasia,39,109,China
Orejón,ore,ore,Tucanoan,Tucanoan,South America,-2.83,-72.5,Peru
Orig,ori,ras,Rashad,Kordofanian,Africa,12.17,30.83,Sudan
Oriya,oya,ori,Indic,Indo-European,Eurasia,21,85,India
Oriya (Kotia),oko,ort,Indic,Indo-European,Eurasia,18.33,83,India
Ormuri,orm,oru,Iranian,Indo-European,Eurasia,32.5,69.75,Pakistan
Oroch,orc,oac,Tungusic,Altaic,Eurasia,50.33,137.5,Russia
Orok,ork,oaa,Tungusic,Altaic,Eurasia,49.5,143.5,Russia
Orokaiva,oro,okv,Binanderean,Trans-New Guinea,Papunesia,-8.83,148.25,Papua New Guinea
Orokolo,orl,oro,Eleman Proper,Eleman,Papunesia,-7.83,145.33,Papua New Guinea
Oromo (Boraana),orb,gax,Lowland East Cushitic,Afro-Asiatic,Africa,4.5,38.5,Kenya
Oromo (Harar),orh,hae,Lowland East Cushitic,Afro-Asiatic,Africa,9,42,Ethiopia
Oromo (Waata),orw,ssn,Lowland East Cushitic,Afro-Asiatic,Africa,-3.33,39.83,Kenya
Oromo (West-Central),owc,gaz,Lowland East Cushitic,Afro-Asiatic,Africa,9,37,Ethiopia
Orya,ory,ury,Orya,Tor-Orya,Papunesia,-2.75,139.83,Indonesia
Osage,osa,osa,Core Siouan,Siouan,North America,37,-94,United States
Ossetic,oss,oss,Iranian,Indo-European,Eurasia,43,44,Russia
Oto,oto,iow,Core Siouan,Siouan,North America,40.5,-96,United States
Otomí (Ixtenco),oix,otz,Otomian,Oto-Manguean,North America,19.08,-97.92,Mexico
Otomí (Mezquital),otm,ote,Otomian,Oto-Manguean,North America,20.17,-99.17,Mexico
Otomí (Santiago Mexquititlan),osm,otq,Otomian,Oto-Manguean,North America,20.08,-100.08,Mexico
Otomí (Sierra),ots,otm,Otomian,Oto-Manguean,North America,20.67,-98.83,Mexico
Otoro,otr,otr,Heiban,Kordofanian,Africa,11.17,30.5,Sudan
Owininga,owi,owi,Left May,Left May,Papunesia,-4.5,141.75,Papua New Guinea
Pa'a,paa,pqa,West Chadic,Afro-Asiatic,Africa,11,9.25,Nigeria
Paakantyi,pkn,drl,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.5,142.5,Australia
Paamese,pms,pma,Oceanic,Austronesian,Papunesia,-16.5,168.25,Vanuatu
Pacoh,pac,pac,Katuic,Austro-Asiatic,Eurasia,16.42,107.08,Vietnam
Padoe,pad,pdo,Celebic,Austronesian,Papunesia,-2.33,121.33,Indonesia
Páez,pae,pbb,Páezan,Páezan,South America,2.67,-76,Colombia
Pagu,pag,pgu,North Halmaheran,West Papuan,Papunesia,1.25,127.75,Indonesia
Paita,pta,duf,Oceanic,Austronesian,Papunesia,-22.08,166.5,New Caledonia
Paite,pte,pck,Kuki-Chin,Sino-Tibetan,Eurasia,24,93.17,India
Paiute (Northern),pno,pao,Numic,Uto-Aztecan,North America,42,-118,United States
Paiute (Southern),put,ute,Numic,Uto-Aztecan,North America,37.83,-113.33,United States
Paiwan,pai,pwn,Paiwan,Austronesian,Papunesia,22.5,120.83,Taiwan
Pakanha,pak,pkn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.5,142.42,Australia
Palauan,pal,pau,Palauan,Austronesian,Papunesia,7.5,134.58,Palau
Palaung,plg,"pce, rbb",Palaungic,Austro-Asiatic,Eurasia,22.67,96.67,Myanmar
Palikur,plk,plu,Eastern Arawakan,Arawakan,South America,3,-51,Brazil
Palor,plr,fap,Cangin,Niger-Congo,Africa,14.83,-16.75,Senegal
Pame,pam,pbs,Pamean,Oto-Manguean,North America,22,-99.5,Mexico
Pamona,pna,pmf,Celebic,Austronesian,Papunesia,-1.75,120.83,Indonesia
Panará,pnx,kre,Ge-Kaingang,Macro-Ge,South America,-10,-55,Brazil
Panare,pnr,pbh,Cariban,Cariban,South America,6.5,-66,Venezuela
Pangasinan,pnn,pag,Northern Luzon,Austronesian,Papunesia,15.92,120.33,Philippines
Pangwa,png,pbr,Bantoid,Niger-Congo,Africa,-10,34.75,Tanzania
Panjabi,pan,pan,Indic,Indo-European,Eurasia,31,74,Pakistan
Panyjima,pny,pnw,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.83,118.42,Australia
Papiamentu,pap,pap,Creoles and Pidgins,other,North America,12.25,-69,Netherlands Antilles
Parauk,puk,prk,Palaungic,Austro-Asiatic,Eurasia,23.25,99.5,China
Pare,pre,asa,Bantoid,Niger-Congo,Africa,-4,36.5,Tanzania
Paresi,prc,pab,Central Arawakan,Arawakan,South America,-14,-57.5,Brazil
Päri,par,lkr,Nilotic,Eastern Sudanic,Africa,5,32.5,South Sudan
Parji (Dravidian),prd,pci,Central Dravidian,Dravidian,Eurasia,19.5,82.5,India
Pashto,psh,pst,Iranian,Indo-European,Eurasia,33,67,Pakistan
Passamaquoddy-Maliseet,psm,pqm,Algonquian,Algic,North America,45,-67,Canada
Patep,pat,ptp,Oceanic,Austronesian,Papunesia,-6.92,146.58,Papua New Guinea
Patpatar,ptp,gfk,Oceanic,Austronesian,Papunesia,-3.77,152.5,Papua New Guinea
Pattani,ptt,lae,Bodic,Sino-Tibetan,Eurasia,32.75,76.75,India
Patwin,ptw,pwu,Wintuan,Penutian,North America,39,-122.33,United States
Paulohi,plh,plh,Central Malayo-Polynesian,Austronesian,Papunesia,-3.25,128.75,Indonesia
Paumarí,pau,pad,Arauan,Arauan,South America,-6,-64,Brazil
Pawaian,paw,pwa,Pawaian,Teberan-Pawaian,Papunesia,-7,145.08,Papua New Guinea
Pawnee,pwn,paw,Caddoan,Caddoan,North America,41,-98.67,United States
Pech,pec,pay,Paya,Chibchan,North America,15,-85.5,Honduras
Pemon,pem,aoc,Cariban,Cariban,South America,5.33,-62,Guyana
Pengo,pen,peg,South-Central Dravidian,Dravidian,Eurasia,19.83,83.83,India
Pero,per,pip,West Chadic,Afro-Asiatic,Africa,9.58,11,Nigeria
Persian,prs,pes,Iranian,Indo-European,Eurasia,32,54,Iran
Phlong,phl,pww,Karen,Sino-Tibetan,Eurasia,15,99,Thailand
Piapoco,ppc,pio,Inland Northern Arawakan,Arawakan,South America,4,-69.5,Colombia
Piaroa,pia,pid,Piaroa,Sáliban,South America,5,-67,Venezuela
Pilagá,pga,plg,South Guaicuruan,Guaicuruan,South America,-25,-60,Argentina
Pileni,pil,piv,Oceanic,Austronesian,Papunesia,-10.22,166.22,Solomon Islands
Pima Bajo,pba,pia,Tepiman,Uto-Aztecan,North America,29,-111,Mexico
Pingilapese,pgl,pif,Oceanic,Austronesian,Papunesia,6.22,160.7,Micronesia
Pintupi,pin,piu,Western Pama-Nyungan,Pama-Nyungan,Australia,-23,129,Australia
Pipil,pip,ppl,Aztecan,Uto-Aztecan,North America,13.83,-89.58,El Salvador
Pirahã,prh,myp,Mura,Mura,South America,-7,-62,Brazil
Piratapuyo,prt,pir,Tucanoan,Tucanoan,South America,0.33,-69.5,Colombia
Piro,pir,pib,Purus,Arawakan,South America,-11,-73.5,Peru
Pisa,pis,psa,Awju-Dumut,Trans-New Guinea,Papunesia,-5.17,139.17,Indonesia
Pitjantjatjara,pit,pjt,Western Pama-Nyungan,Pama-Nyungan,Australia,-26,130,Australia
Pitta Pitta,ppi,pit,Central Pama-Nyungan,Pama-Nyungan,Australia,-22.83,140,Australia
Plains-Indians Sign Language,psl,psd,Sign Languages,other,North America,40,-100,United States
Playero,pla,gob,Guahiban,Guahiban,South America,7,-71,Colombia
Po-Ai,poa,fwa,Oceanic,Austronesian,Papunesia,-20.67,164.83,New Caledonia
Podoko,pod,pbi,Biu-Mandara,Afro-Asiatic,Africa,11,14.08,Cameroon
Pogoro,pog,poy,Bantoid,Niger-Congo,Africa,-8.75,36.5,Tanzania
Pohnpeian,poh,pon,Oceanic,Austronesian,Papunesia,6.88,158.25,Micronesia
Pokomchí,pkm,poh,Mayan,Mayan,North America,15.42,-90.5,Guatemala
Poko-Rawo,pok,rwa,Serra Hills,Skou,Papunesia,-2.83,141.58,Papua New Guinea
Pokot,pkt,pko,Nilotic,Eastern Sudanic,Africa,1.5,35.5,Kenya
Polabian,plb,pox,Slavic,Indo-European,Eurasia,51,12.83,Germany
Polish,pol,pol,Slavic,Indo-European,Eurasia,52,20,Poland
Pomo (Central),pmc,poo,Pomoan,Hokan,North America,39,-123.33,United States
Pomo (Eastern),pme,peb,Pomoan,Hokan,North America,39,-122.67,United States
Pomo (Northern),pmn,pej,Pomoan,Hokan,North America,39.33,-123.5,United States
Pomo (Southeastern),pso,pom,Pomoan,Hokan,North America,39,-122.5,United States
Popoloca (Metzontla),pop,pbe,Popolocan,Oto-Manguean,North America,18.17,-97.5,Mexico
Popoloca (San Juan Atzingo),psj,poe,Popolocan,Oto-Manguean,North America,18.17,-96.42,Mexico
Popoloca (San Vicente Coyotepec),psv,pbf,Popolocan,Oto-Manguean,North America,18.25,-97.83,Mexico
Popoluca (Sierra),zqs,poi,Mixe-Zoque,Mixe-Zoque,North America,18.33,-95.17,Mexico
Poqomam,pcm,poc,Mayan,Mayan,North America,14.67,-90.5,Guatemala
Port Sandwich,psw,psw,Oceanic,Austronesian,Papunesia,-16.5,167.75,Vanuatu
Portuguese,por,por,Romance,Indo-European,Eurasia,39,-8,Portugal
Potawatomi,pot,pot,Algonquian,Algic,North America,44.5,-85,United States
Powhatan,pow,pim,Algonquian,Algic,North America,37.33,-76.5,United States
Prasuni,pra,prn,Nuristani,Indo-European,Eurasia,35.5,71,Afghanistan
Príncipense,pri,pre,Creoles and Pidgins,other,Africa,1.62,7.37,São Tomé e Príncipe
Provençal,pro,oci,Romance,Indo-European,Eurasia,44,6,France
Puinave,pui,pui,Puinave,Puinave,South America,4,-68,Colombia
Pulopetak,plp,nij,Barito,Austronesian,Papunesia,1.42,109.83,Indonesia
Puluwat,pul,puw,Oceanic,Austronesian,Papunesia,7.33,149.33,Micronesia
Pumi,pum,"pmi, pmj",Qiangic,Sino-Tibetan,Eurasia,28,101,China
Pungupungu,pun,wdj,Anson Bay,Anson Bay,Australia,-13.5,130.42,Australia
Purépecha,pur,tsz,Tarascan,Tarascan,North America,19.5,-101.67,Mexico
